index,City,State,Zip,Bank,BankState,NAICS,NoEmp,NewExist,CreateJob,RetainedJob,FranchiseCode,UrbanRural,RevLineCr,LowDoc,DisbursementGross,BalanceGross,GrAppv,SBA_Appv,MIS_Status
3296,OLEAN,NY,14760,FIVE STAR BANK,NY,541110,1,2,0,0,1,0,0,Y,20000,0,20000,16000,0
3297,MOORESVILLE,NC,28117,BLUEHARBOR BANK,NC,238910,12,1,3,12,0,2,N,N,1233100,0,1233100,1109790,1
3298,Nokomis,FL,34275,SUNTRUST BANK,GA,238140,25,1,1,25,0,2,N,N,350000,0,350000,175000,0
3299,GREEN BAY,WI,54302,U.S. BANK NATIONAL ASSOCIATION,WI,235310,40,1,0,0,1,0,N,N,100000,0,100000,80000,0
3300,ONTARIO,NY,14519,EMPIRE ST. CERT. DEVEL CORP,NY,332710,80,2,15,80,1,2,0,N,719000,0,719000,719000,0
3301,CARTHAGE,MO,64836,SOUTHWEST MISSOURI BANK,MO,444220,2,1,0,0,1,2,N,N,150000,0,150000,112500,1
3302,EUCLID,OH,44132,U.S. BANK NATIONAL ASSOCIATION,OH,0,1,2,0,0,1,2,0,Y,20800,0,20800,16640,0
3303,OLD FORT,TN,37362,BRANCH BK. & TR CO,TN,112320,1,1,0,0,1,0,N,N,765000,0,765000,634185,0
3304,SAN CARLOS,CA,94070,CALIFORNIA BANK & TRUST,CA,235430,7,1,0,7,1,1,Y,N,64000,0,50000,25000,0
3305,BOCA RATON,FL,33431,BANK OF AMERICA NATL ASSOC,NC,812112,1,1,0,1,1,1,Y,N,13000,0,10000,5000,0
3306,CEDAR CITY,UT,84720,STATE BANK OF SOUTHERN UTAH,UT,452990,3,1,0,0,1,2,0,Y,122100,0,122100,103785,0
3307,Hanover,PA,17331,MANUFACTURERS & TRADERS TR CO,NY,446130,5,1,0,5,0,1,N,N,179100,0,179100,161190,0
3308,SAINT PAUL,MN,55108,U.S. BANK NATIONAL ASSOCIATION,OH,811310,13,1,0,13,0,1,Y,N,74610,0,50000,25000,0
3309,KANSAS CITY,KS,66106,"READYCAP LENDING, LLC",CA,445120,2,1,0,2,1,1,0,N,112000,0,112000,84000,0
3310,New York,NY,10001,CAPITAL ONE NATL ASSOC,VA,448110,3,1,0,3,1,1,N,N,50000,0,50000,25000,0
3311,Becker,MN,55308,BREMER BANK NATL ASSOC,MN,326199,23,1,1,23,0,2,N,N,1500000,0,1500000,1125000,0
3312,BOWMAN,ND,58623,DAKOTA WESTERN BANK,ND,0,3,2,0,0,1,0,0,Y,27600,0,27600,22080,0
3313,CHICAGO,IL,60629,CAPITAL ONE NATL ASSOC,VA,493110,17,1,3,17,1,1,0,N,50000,0,50000,25000,0
3314,WEIRTON,WV,26062,JPMORGAN CHASE BANK NATL ASSOC,IL,423510,5,1,0,0,1,2,N,N,173784,0,250000,125000,0
3315,MISSION,TX,78572,INTER NATIONAL BANK,TX,624410,23,2,0,0,1,1,0,Y,60000,0,60000,51000,0
3316,KISSIMMEE,FL,34747,WELLS FARGO BANK NATL ASSOC,SD,444130,2,2,18,2,1560,1,0,N,382750,0,421400,316050,1
3317,N. ANDOVER,MA,1845,PENTUCKET BANK,MA,812112,6,1,0,0,1,1,0,Y,30000,0,30000,24000,0
3318,NEPTUNE,NJ,7753,BNB HANA BANK NATL ASSOC,NJ,0,20,2,0,0,25650,0,N,N,432000,0,432000,358560,0
3319,ELKHART,IN,46517,CAPITAL ONE NATL ASSOC,VA,339992,1,1,2,1,0,1,Y,N,25000,0,25000,12500,0
3320,SICKLERVILLE (SICKLERTOWN),NJ,8081,BANK OF AMERICA NATL ASSOC,RI,453220,2,1,0,2,1,1,Y,N,5000,0,5000,2500,0
3321,TYRONE,PA,16686,FIRST COMMONWEALTH BANK,PA,235110,1,1,0,1,1,1,Y,N,7500,0,7500,3750,0
3322,PACE,FL,32571,CAPITAL ONE NATL ASSOC,VA,442299,1,1,0,1,1,1,0,N,50000,0,50000,25000,1
3323,EAST LONGMEADOW,MA,1028,UNITED BANK,MA,541690,3,1,0,3,0,2,N,N,5000,0,5000,2500,0
3324,SPOKANE,WA,99212,BANNER BANK,WA,236118,10,2,0,0,36752,1,0,Y,49900,0,49900,42415,0
3325,SONORA,TX,76950,1ST NATL BK OF SONORA,TX,0,3,1,0,0,1,0,N,N,150000,0,150000,124500,0
3326,FLUSHING,NY,11354,BBCN BANK,CA,421920,4,1,0,4,1,1,0,N,100000,0,100000,75000,0
3327,BURLEY,ID,83318,U.S. BANK NATIONAL ASSOCIATION,OH,0,93,1,0,0,1,2,N,N,108500,0,108500,81375,0
3328,LINDENHURST,IL,60046,JPMORGAN CHASE BANK NATL ASSOC,IL,442299,1,2,1,0,0,1,Y,N,75489,0,45000,22500,0
3329,MADISON,WI,53713,FIRST BUSINESS BANK,WI,323119,7,1,0,0,1,1,N,N,261000,0,261000,195750,0
3330,LOS ANGELES,CA,90015,WILSHIRE BANK,CA,448310,2,1,0,2,1,1,Y,N,60000,0,50000,25000,0
3331,MILPITAS,CA,95035,BAY AREA EMPLOYMENT DEVEL CO,CA,522310,228,1,200,0,1,1,0,N,1907000,0,1907000,1907000,0
3332,CARSON CITY,NV,89706,NEVADA ST. DEVEL CORP,NV,811111,20,1,5,0,1,0,N,N,141000,0,141000,141000,0
3333,MAYSVILLE,GA,30529,SOUTH STATE BANK,GA,112320,2,2,0,0,1,0,N,N,500000,0,500000,375000,0
3334,DULUTH,MN,55803,"REPUBLIC BANK, INC.",MN,481111,1,2,0,0,1,2,N,N,260000,0,260000,195000,0
3335,FORT WORTH,TX,76118,COMPASS BANK,TX,451130,7,2,0,0,1,1,0,Y,90000,0,90000,72000,0
3336,DOS PALOS,CA,93620,BANK OF AMERICA NATL ASSOC,NC,722320,2,1,0,2,0,1,Y,N,30250,0,12500,6250,1
3337,MIAMI,FL,33126,FLORIDA BUS. DEVEL CORP,FL,0,16,1,16,0,1,0,N,N,559000,0,559000,559000,0
3338,WENATCHEE,WA,98801,U.S. BANK NATIONAL ASSOCIATION,OH,621210,5,1,0,0,1,0,N,N,40000,0,40000,30000,0
3339,MINNEAPOLIS,MN,55404,MINNEAPOLIS ECONOMIC DEVEL CO,MN,421730,123,1,4,119,1,0,N,N,748000,0,762000,762000,0
3340,BURBANK,CA,91504,BBCN BANK,CA,421450,1,2,0,1,1,0,0,N,5000,0,5000,4250,0
3341,GREENVILLE,SC,29605,BUSINESS DEVEL CORP OF SO. CAR,SC,722211,2,2,10,2,1,1,0,N,123286,0,125000,106250,1
3342,GAINESVILLE,VA,20155,SONABANK,VA,621111,2,2,1,1,1,2,0,N,100000,0,100000,85000,0
3343,MIAMI,FL,33166,JPMORGAN CHASE BANK NATL ASSOC,IL,541310,5,1,1,5,1,1,Y,N,111388,0,50000,25000,1
3344,SLINGER,WI,53086,WISCONSIN BUS. DEVEL FINAN COR,WI,624410,12,1,2,0,1,2,0,N,189000,0,189000,189000,0
3345,SANTA FE SPRINGS,CA,90638,WELLS FARGO BANK NATL ASSOC,CA,235110,25,1,0,25,1,1,0,N,452000,0,452000,339000,0
3346,BRECKENRIDGE,TX,76424,INTERBANK,TX,0,25,1,0,0,1,0,N,N,150000,0,150000,127500,0
3347,WHEELING,WV,26003,"WESBANCO BANK, INC.",WV,0,36,1,0,0,1,0,N,N,250000,0,250000,212500,1
3348,Street,MD,21154,MANUFACTURERS & TRADERS TR CO,NY,337110,3,2,0,3,0,1,Y,N,83133,0,25000,12500,0
3349,BIRMINGHAM,AL,35235,BBCN BANK,CA,722211,20,1,20,20,0,1,N,N,20000,0,20000,10000,1
3350,SYRACUSE,NY,13219,VALLEY NATIONAL BANK,NJ,445120,2,1,1,2,1,1,0,N,30000,0,30000,25500,1
3351,BRONX,NY,10462,BANCO POPULAR NORTH AMERICA,NY,452990,1,1,0,0,1,1,0,N,10701,0,15000,7500,1
3352,HOUMA,LA,70360,SYNERGY BANK,LA,421720,3,2,0,0,1,1,0,Y,150000,0,150000,127500,0
3353,ATLANTA,GA,30308,BBCN BANK,CA,541613,1,1,1,1,0,1,N,N,10000,0,10000,8500,1
3354,PORTSMOUTH,NH,3801,GRANITE ST. ECONOMIC DEVEL COR,NH,0,16,1,0,0,0,0,N,N,92000,0,92000,92000,0
3355,MACKINAW CITY,MI,49701,JPMORGAN CHASE BANK NATL ASSOC,IL,721199,3,1,0,3,1,1,0,N,259200,0,259200,194400,0
3356,Pomona,CA,91767,BBCN BANK,CA,445310,5,1,0,5,0,1,N,N,780000,0,780000,585000,0
3357,PALISADES PARK,NJ,7650,BBCN BANK,CA,238330,6,1,0,6,0,1,N,N,15000,0,15000,12750,1
3358,LOS ANGELES,CA,90042,BANK OF AMERICA NATL ASSOC,NC,445120,1,2,0,1,0,1,Y,N,12000,0,10000,5000,1
3359,PALM BAY,FL,32905,"TD BANK, NATIONAL ASSOCIATION",DE,811411,2,1,0,0,1,1,0,Y,150000,0,150000,127500,1
3360,HANCOCK,MI,49930,CAPITAL ONE NATL ASSOC,VA,812210,3,1,0,3,1,2,0,N,15000,0,15000,7500,0
3361,AURORA,CO,80017,"KEY DIRECT, A BRANCH OF",OH,722211,1,2,0,0,60020,1,N,N,128000,0,128000,108800,0
3362,BALTIMORE,MD,21224,MANUFACTURERS & TRADERS TR CO,MD,448120,3,2,0,0,1,1,0,Y,25000,0,25000,20000,0
3363,SIMPSONVILLE,SC,29680,BBCN BANK,CA,711510,1,2,0,1,1,1,0,N,10000,0,10000,8500,0
3364,LONG BEACH,CA,90802,MUFG UNION BANK NATL ASSOC,CA,541430,8,1,0,8,1,1,0,N,50000,0,50000,25000,1
3365,BIRMINGHAM,AL,35210,FIRST COMM. BANK A DIVISION OF,AL,0,21,1,0,0,1,0,N,N,325000,0,325000,263900,0
3366,LYNN,MA,1905,CITIZENS BANK NATL ASSOC,RI,484121,1,1,0,1,0,1,Y,N,50034,0,27000,13500,1
3367,NEW HUDSON,MI,48165,THE HUNTINGTON NATIONAL BANK,OH,326199,12,1,0,0,0,1,Y,N,36000,0,25000,12500,0
3368,COSTA MESA,CA,92627,CAPITAL ONE NATL ASSOC,VA,541921,4,1,1,4,0,1,N,N,50000,0,50000,25000,0
3369,GRANT,NE,69140,PINNACLE BANK,NE,0,15,2,0,0,1,0,N,N,99500,0,99500,89550,0
3370,SAN JOSE,CA,95111,BBCN BANK,CA,448140,1,1,1,1,1,1,0,N,10000,0,10000,8500,0
3371,WEST CHESTER,OH,45069,THE HUNTINGTON NATIONAL BANK,OH,445291,35,1,0,0,0,1,Y,N,42352,0,25000,12500,1
3372,MORGANTOWN,WV,26505,BRANCH BK. & TR CO,WV,541519,43,1,0,0,1,2,Y,N,1612645,0,350000,262500,0
3373,WOODLAND HILLS,CA,91367,BANK OF AMERICA NATL ASSOC,NC,561410,1,1,0,1,1,1,0,N,6000,0,6000,3000,0
3374,TUCSON,AZ,85716,BANK OF AMERICA NATL ASSOC,OR,448120,1,2,0,0,1,0,0,N,15000,0,15000,12000,0
3375,WASHINGTON,DC,20011,MANUFACTURERS & TRADERS TR CO,NY,541990,9,1,10,9,1,1,0,N,200000,0,200000,150000,0
3376,MINNEAPOLIS,MN,55401,BMO HARRIS BK NATL ASSOC,IL,0,6,1,0,0,1,0,N,Y,35690,0,40000,36000,0
3377,WILLOW SPRINGS,IL,60480,JPMORGAN CHASE BANK NATL ASSOC,IL,484110,5,2,2,5,0,1,Y,N,92391,0,25000,12500,0
3378,CLEVELAND,OH,44104,CITIZENS BANK,OH,0,3,2,0,0,1,0,N,N,130000,0,130000,117000,0
3379,CHAPMANVILLE,WV,25508,BBCN BANK,CA,421120,6,2,1,6,1,2,0,N,5000,0,5000,2500,0
3380,VALLEY STREAM,NY,11580,BANK OF AMERICA NATL ASSOC,NC,484210,2,2,0,2,0,1,Y,N,42514,0,20000,10000,1
3381,HIALEAH,FL,33012,BANK OF AMERICA NATL ASSOC,NC,442110,4,1,0,4,1,1,N,N,51717,0,50000,25000,1
3382,WEST POINT,MS,39773,BBCN BANK,CA,233320,5,1,7,5,1,2,0,N,15000,0,15000,12750,0
3383,HEMPSTEAD,NY,11550,WELLS FARGO BANK NATL ASSOC,SD,621210,5,1,0,0,0,0,N,N,146000,0,146000,109500,0
3384,ORANGE,CT,6477,"TEXTRON BUSINESS CREDIT, INC.",RI,722110,17,1,17,0,1,1,0,N,350000,0,350000,262500,0
3385,LAKE WORTH,FL,33460,BANK OF AMERICA NATL ASSOC,NC,561310,2,1,0,2,1,1,Y,N,65017,0,50000,25000,0
3386,LAFAYETTE,LA,70501,JPMORGAN CHASE BANK NATL ASSOC,IL,722110,1,1,29,30,0,1,N,N,315000,0,315000,157500,0
3387,CAMDEN,AR,71701,SIGNATURE BANK OF ARKANSAS,AR,0,6,1,0,0,1,1,0,Y,67000,0,67000,53600,0
3388,CORPUS CHRISTI,TX,78412,TEXAS CERT. DEVEL COMPANY INC.,TX,0,7,1,2,7,0,0,N,N,129000,0,129000,129000,0
3389,TEMPE,AZ,85281,WELLS FARGO BANK NATL ASSOC,SD,423840,4,1,5,4,0,1,N,N,440000,0,440000,396000,0
3390,SHREVEPORT,LA,71105,CAPITAL ONE NATL ASSOC,LA,0,1,2,0,0,1,0,N,Y,67000,0,67000,53600,0
3391,FALMOUTH,VA,22554,"PNC BANK, NATIONAL ASSOCIATION",DE,812199,1,1,1,2,1,1,0,N,58000,0,58000,29000,0
3392,TEMPE,AZ,85283,WELLS FARGO BANK NATL ASSOC,SD,621210,6,2,0,0,1,0,0,N,400000,0,400000,300000,0
3393,CHICO,CA,91764,WELLS FARGO BANK NATL ASSOC,SD,0,5,1,0,0,1,1,N,N,404000,0,404000,303000,0
3394,PITTSBURGH,PA,15206,"PNC BANK, NATIONAL ASSOCIATION",DE,452990,8,1,10,8,1,1,0,N,100000,0,100000,50000,0
3395,CHATHAM,MA,2669,SANTANDER BANK NATL ASSOC,DE,323114,4,1,0,0,1,2,0,Y,137100,0,137100,102825,0
3396,CARLSBAD,CA,92008,MUFG UNION BANK NATL ASSOC,CA,337110,3,1,0,0,1,1,Y,N,10000,0,10000,5000,0
3397,GRAND ISLAND,NE,68801,GREAT WESTERN BANK,NE,235610,5,2,0,0,1,1,0,Y,102300,0,102300,86955,0
3398,LUBBOCK,TX,79413,CAPROCK BUS. FINAN CORPORATION,TX,0,52,1,2,50,1,0,N,N,270000,0,270000,270000,0
3399,NIPOMO,CA,93444,COAST NATIONAL BANK,CA,236115,1,1,0,1,0,2,Y,N,481597,0,284300,255870,0
3400,SEYMOUR,MO,65746,THE SEYMOUR BANK,MO,524210,6,1,0,0,1,2,N,N,272000,0,272000,204000,0
3401,West Chester,OH,45069,"PNC BANK, NATIONAL ASSOCIATION",DE,722211,10,2,9,1,0,2,N,N,197500,0,197500,98750,0
3402,OWINGS MILLS,MD,21117,BBCN BANK,CA,423450,1,1,1,1,1,0,0,N,5000,0,5000,4250,0
3403,SYLVESTER,GA,31791,COLONY BANK,GA,0,16,1,0,0,1,0,N,N,288000,0,288000,216000,0
3404,ORANGE VILLAGE,OH,44022,MIDDLEFIELD BK. CO,OH,0,1,2,0,0,1,0,N,Y,9000,0,9000,7200,0
3405,OZONE PARK,NY,11417,JPMORGAN CHASE BANK NATL ASSOC,IL,722211,5,2,1,5,0,1,Y,N,62852,0,25000,12500,0
3406,NASHVILLE,TN,37212,SUNTRUST BANK,GA,0,10,1,0,0,1,0,0,N,150000,0,150000,112500,0
3407,AUSTIN,TX,78758,JPMORGAN CHASE BANK NATL ASSOC,IL,541990,4,1,0,4,0,1,Y,N,44574,0,25000,12500,0
3408,ALLSTON,MA,2134,SANTANDER BANK NATL ASSOC,DE,453310,1,1,0,1,0,1,Y,N,35000,0,35000,17500,0
3409,ATLANTA,GA,30305,BRANCH BK. & TR CO,AL,0,7,2,0,0,1,0,N,N,210000,0,210000,178500,0
3410,HAMILTON,VA,20158,BRANCH BK. & TR CO,NC,561730,3,1,1,3,0,2,N,N,100000,0,100000,50000,0
3411,BROOKLYN,NY,11201,FIRST NIAGARA BANK NATL ASSOC,NY,451212,2,1,2,4,1,1,Y,N,104200,0,50000,25000,0
3412,DUBOIS,PA,15801,"PNC BANK, NATIONAL ASSOCIATION",DE,335312,2,2,0,0,1,0,0,Y,35000,0,35000,28000,0
3413,GARLAND,TX,75043,JPMORGAN CHASE BANK NATL ASSOC,IL,541990,2,2,2,4,0,1,N,N,100000,0,100000,50000,0
3414,RICHMOND,VA,23224,BBCN BANK,CA,624410,1,2,0,1,1,1,0,N,5000,0,5000,4250,0
3415,HENDERSONVILLE,NC,28792,BANK OF AMERICA NATL ASSOC,NC,812990,2,1,0,2,0,2,Y,N,31000,0,12000,6000,1
3416,INDIO,CA,92207,"RABOBANK, NATIONAL ASSOCIATION",CA,713950,12,1,0,0,1,0,N,Y,49000,0,49000,44100,0
3417,HOUSTON,TX,77079,COMERICA BANK,TX,0,13,1,0,0,1,0,0,N,320000,0,320000,240000,0
3418,OAKLAND,CA,94605,MUFG UNION BANK NATL ASSOC,CA,448210,1,2,5,1,6410,1,0,N,157395,0,186000,139500,0
3419,KINGSTON,NY,12401,BANK OF AMERICA NATL ASSOC,NC,443120,6,2,2,6,1,1,Y,N,282000,0,100000,50000,0
3420,FT. LOUDEN,PA,17224,SUSQUEHANNA BANK,PA,0,1,1,0,0,1,0,N,Y,45000,0,45000,36000,0
3421,SAN FRANCISCO,CA,94131,BANK OF AMERICA NATL ASSOC,NC,541611,6,1,0,6,1,1,Y,N,108665,0,100000,50000,0
3422,DALTON,MA,1226,BERKSHIRE BANK,MA,532230,2,2,0,0,1,2,0,Y,61966,0,70000,59500,1
3423,LOS ANGELES,CA,90003,HANMI BANK,CA,445310,2,1,0,2,1,1,0,N,160000,0,160000,120000,0
3424,BOISE,ID,83713,IDAHO INDEPENDENT BANK,ID,532310,16,1,0,16,0,1,N,N,720000,0,720000,648000,0
3425,DONNELLSON,IA,52625,PILOT GROVE SAVINGS BANK,IA,0,1,1,0,0,1,0,N,Y,19000,0,19000,15200,0
3426,MOORESVILLE,IN,46158,PREMIER CAPITAL CORPORATION,IN,325520,11,1,3,8,1,0,N,N,192000,0,200000,200000,0
3427,SPOKANE,WA,99202,BANNER BANK,WA,541310,2,1,0,2,1,1,0,N,20000,0,20000,17000,0
3428,LA GRANGE,KY,40031,FIFTH THIRD BANK,KY,561730,1,1,0,0,1,2,0,Y,32500,0,32500,27625,0
3429,MURFREESBORO,TN,37128,BANK OF AMERICA NATL ASSOC,NC,311999,5,1,3,8,1,1,0,N,50000,0,60000,30000,0
3430,ANNAPOLIS,MD,21401,MANUFACTURERS & TRADERS TR CO,MD,0,6,2,0,0,1,0,N,Y,100000,0,100000,80000,0
3431,GLENDALE,CA,91204,BANK OF AMERICA CALIFORNIA N.A,CA,0,26,1,0,0,1,0,Y,N,50000,0,50000,25000,0
3432,SHIPPENSBURG,PA,17257,ORRSTOWN BANK,PA,624410,5,2,0,0,1,0,N,Y,25000,0,25000,22500,0
3433,PALM BEACH GARDENS,FL,33410,JPMORGAN CHASE BANK NATL ASSOC,IL,541110,1,2,1,1,0,1,Y,N,100302,0,75000,37500,0
3434,SAN JOSE,CA,95116,WELLS FARGO BANK NATL ASSOC,CA,722110,3,1,0,3,1,1,0,N,70000,0,70000,35000,0
3435,NEW YORK,NY,10011,BANK OF AMERICA NATL ASSOC,RI,561520,2,2,2,2,1,1,0,N,100000,0,100000,50000,0
3436,WILMINGTON,NC,28405,SUNTRUST BANK,GA,442210,7,1,0,7,1,1,0,N,1025000,0,1025000,716997,1
3437,LARGO,FL,33770,BANK OF AMERICA NATL ASSOC,GA,0,6,2,0,0,50954,0,N,N,165300,0,165300,123975,0
3438,BREMERTON,WA,98311,KITSAP BANK,WA,0,2,2,0,0,1,0,N,N,130000,0,130000,97500,0
3439,MARIETTA,GA,30062,BANK OF AMERICA NATL ASSOC,GA,0,19,1,0,0,1,0,N,Y,90000,0,90000,81000,0
3440,HARWOOD HEIGHTS,IL,60706,JPMORGAN CHASE BANK NATL ASSOC,IL,238290,2,1,2,0,0,1,Y,N,37997,0,20000,10000,0
3441,DELAWARE,OH,43015,FIRST MERCHANTS BANK NATL ASSO,IN,0,5,1,0,0,1,1,N,N,525000,0,525000,393750,0
3442,MODESTO,CA,95352,WESTAMERICA BANK,CA,235210,6,1,0,0,1,0,N,N,230252,0,240000,204000,0
3443,SALEM,VA,24153,"BUSINESS FINANCE GROUP, INC.",VA,0,4,1,2,2,1,1,N,N,420000,0,420000,420000,0
3444,Los Angeles,CA,90024,BBCN BANK,CA,722211,2,2,0,2,0,1,N,N,150000,0,150000,127500,0
3445,GRAND PRAIRIE,TX,75050,JPMORGAN CHASE BANK NATL ASSOC,IL,561510,1,1,2,1,1,2,Y,N,68144,0,25000,12500,1
3446,ELIZABETH,NJ,7208,BANK OF AMERICA NATL ASSOC,RI,233210,10,1,2,12,1,1,Y,N,37537,0,22500,11250,0
3447,COLD SPRING,MN,56320,GRANITE COMMUNITY BANK,MN,621320,2,2,2,2,1,2,0,N,89000,0,89000,44500,0
3448,LE MARS,IA,51031,FIRST NATIONAL BANK,IA,0,6,1,0,0,0,0,N,N,50000,0,50000,37500,0
3449,SAN DIEGO,CA,92117,U.S. BANK NATIONAL ASSOCIATION,CA,421690,25,1,0,0,0,0,N,N,879000,0,879000,659250,0
3450,ROCHESTER,NY,14621,BANK OF AMERICA NATL ASSOC,RI,0,3,1,3,3,1,1,0,N,40000,0,40000,20000,1
3451,Columbus,OH,43220,THE HUNTINGTON NATIONAL BANK,OH,561730,6,1,0,0,0,1,N,N,8000,0,8000,4000,0
3452,LOS ALTOS,CA,94022,COMERICA BANK,TX,541710,6,1,0,0,1,0,N,N,99000,0,99000,89100,0
3453,PLYMOUTH,MA,2360,EASTERN BANK,MA,524192,1,2,0,1,0,1,Y,N,48898,0,25000,12500,1
3454,RIVERDALE,GA,30296,WELLS FARGO BANK NATL ASSOC,NC,0,1,1,3,3,1,1,Y,N,40000,0,50000,25000,0
3455,SCHALLER,IA,51053,UNITED BANK OF IOWA,IA,112210,1,1,0,0,1,2,N,N,361000,0,361000,270750,0
3456,SAN DIEGO,CA,92111,UMPQUA BANK,OR,421910,54,1,0,0,1,1,N,N,258000,0,258000,193500,0
3457,NEW YORK,NY,10036,WELLS FARGO BANK NATL ASSOC,SD,0,60,1,0,0,88355,0,0,N,1000000,0,1000000,750000,0
3458,TUCSON,AZ,85701,COMPASS BANK,AZ,0,3,2,0,0,81860,0,N,N,60000,0,60000,54000,0
3459,COSTA MESA,CA,92626,CAPITAL ONE NATL ASSOC,VA,561710,6,1,1,6,0,1,N,N,100000,0,100000,50000,1
3460,NEW YORK,NY,10007,"CITIBANK, N.A.",NY,541110,3,1,0,3,1,1,Y,N,25000,0,25000,12500,0
3461,MOUNTAIN VIEW,CA,94043,WELLS FARGO BANK NATL ASSOC,SD,0,6,1,0,0,1,0,N,N,282500,0,282500,226000,1
3462,FONTANA,CA,92335,WELLS FARGO BANK NATL ASSOC,SD,421510,15,1,0,0,1,0,N,N,240000,0,240000,192000,0
3463,PARKVILLE,MO,64152,UNION BANK,MO,0,17,2,0,0,1,0,0,N,121000,0,121000,90750,0
3464,RALEIGH,NC,27615,BANK OF AMERICA NATL ASSOC,NC,541810,2,1,0,2,1,1,T,N,19957,0,20000,10000,0
3465,Avon,OH,44011,"PNC BANK, NATIONAL ASSOCIATION",DE,453210,3,1,0,3,0,1,N,N,108700,0,108700,54350,0
3466,Greeley,CO,80632,U.S. BANK NATIONAL ASSOCIATION,OH,532299,4,1,0,0,0,1,N,N,300000,0,300000,225000,0
3467,LANGDON,ND,58249,CHOICE FINANCIAL GROUP,ND,115112,2,1,0,0,0,0,N,N,81500,0,81500,73350,0
3468,GRENADA,MS,38901,BANCORPSOUTH BANK,MS,443120,3,2,0,0,1,0,N,Y,93000,0,93000,74400,0
3469,CANNON BEACH,OR,97138,JPMORGAN CHASE BANK NATL ASSOC,WA,0,5,2,0,0,1,0,0,N,55000,0,55000,44000,0
3470,WALNUT,CA,91789,CATHAY BANK,CA,421910,14,1,0,0,1,1,N,N,1333000,0,1333000,999750,0
3471,SANDY,UT,84070,MOUNTAIN W. SMALL BUS. FINAN,UT,0,6,1,6,6,1,0,N,N,83000,0,83000,83000,0
3472,MIAMI LAKES,FL,33014,TOTALBANK,FL,0,58,1,0,0,1,0,N,N,900000,0,900000,744300,0
3473,CUYAHOGA FALLS,OH,44221,CITIZENS BANK,OH,0,1,2,0,0,1,0,N,N,45000,0,45000,36000,0
3474,WOODLAND HILLS,CA,91364,BANK OF AMERICA NATL ASSOC,NC,561990,5,1,0,5,1,1,Y,N,49105,0,50000,25000,0
3475,SPRINGFIELD,MA,1104,FIRST NIAGARA BANK NATL ASSOC,MA,621111,8,2,2,10,1,1,Y,N,50000,0,50000,25000,0
3476,LYNBROOK,NY,11563,CAPITAL ONE NATL ASSOC,VA,448110,12,1,1,12,0,1,N,N,100000,0,100000,50000,0
3477,WINFIELD,AL,35594,REGIONS BANK,AL,212321,12,1,0,0,1,0,N,N,640000,0,640000,448000,0
3478,HAMILTON,MO,64644,BANK NORTHWEST,MO,444220,3,1,0,0,1,2,0,Y,79500,0,79500,67575,0
3479,HUDSON,NY,12534,CAPITAL ONE NATL ASSOC,VA,445299,2,2,0,2,0,2,N,N,25000,0,25000,12500,0
3480,PLOVER,WI,54481,"FIRSTMERIT BANK, N.A.",WI,0,2,1,0,0,1,0,N,N,167975,0,175000,148750,0
3481,BUFFALO,WY,82834,FIRST INTERSTATE BANK,WY,811121,1,2,0,0,1,0,N,N,44000,0,44000,39600,0
3482,MINNEAPOLIS,MN,55406,MINNEAPOLIS ECONOMIC DEVEL CO,MN,311812,20,1,0,20,1,1,N,N,228000,0,228000,228000,0
3483,AVON,OH,44011,THE LORAIN NATIONAL BANK,OH,812990,6,1,1,6,1,1,Y,N,482579,0,225000,112500,0
3484,OMAHA,NE,68112,UNITED WESTERN BANK,CO,722211,6,2,0,0,89769,1,N,N,150000,0,150000,127500,1
3485,SOUTH PORTLAND,ME,4106,"TD BANK, NATIONAL ASSOCIATION",DE,561310,5,1,1,4,1,1,0,N,205000,0,205000,153750,0
3486,SUGAR LAND,TX,77478,FROST BANK,TX,722211,2,2,6,0,68020,1,0,N,140000,0,140000,119000,0
3487,BINGHAMTON,NY,13902,MANUFACTURERS & TRADERS TR CO,NY,722410,7,2,0,0,1,0,N,Y,50000,0,50000,40000,0
3488,KENOSHA,WI,53142,BMO HARRIS BK NATL ASSOC,IL,0,3,1,0,0,1,0,N,Y,46122,0,50000,45000,1
3489,KINGSPORT,TN,37663,1ST BK & TR CO,TN,313249,1,2,0,0,1,1,0,Y,31000,0,31000,26350,0
3490,CLEVELAND,TN,37311,CAPITAL ONE NATL ASSOC,VA,811122,1,1,0,1,1,2,0,N,25000,0,25000,12500,0
3491,MT. VERNON,OH,43050,OHIO STATEWIDE DEVEL CORP,OH,325910,18,1,6,12,1,2,N,N,171000,0,171000,171000,0
3492,CAPE GIRARDEAU,MO,63701,MURPHY-WALL ST. BK & TR CO,IL,448190,3,1,0,0,1,1,0,Y,88500,0,88500,75225,0
3493,CEDAR RAPIDS,IA,52401,BANKERS TRUST COMPANY,IA,325414,10,1,0,0,1,1,Y,N,75000,0,75000,67500,0
3494,ALTAMONTE SPRINGS,FL,32835,CENTERSTATE BK OF FLORIDA NATL,FL,0,3,1,0,0,1,0,N,N,255000,0,255000,191250,0
3495,INDIANAPOLIS,IN,46202,CAPITAL ONE NATL ASSOC,VA,812320,20,1,0,20,1,1,0,N,25000,0,25000,12500,1
3496,OVERLAND PARK,KS,66214,BANK OF AMERICA NATL ASSOC,NC,334220,17,1,0,0,1,0,N,N,425000,0,425000,318750,0
